Animal Name,Exposure Endpoint Type,Endpoint Value,Endpoint Description,Range,Units,Error,Sex,Life Cycle Stage,Location,Sample Size,Type
Athene cunicularia (Burrowing Owl),Population Density,7,Individuals/2850 ha,,,6.5,NR,,Pampas of Argentina,,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Population Density,See citation Figure 3,Seasonal population changes,,,,NR,,Pampas of Argentina,,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Population Density,See citation Figure 2,Number of pairs (temporal),,,,,,"Managed vegetated areas on
Norman Y. Mineta San Jose International Airport (SJC)
in San Jose< CA",,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Population Density,See citation Table 1,Number of individuals/706.5 ha,,,,B,Adult,946 territories in FL,,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Population Density,See citation Table 1,Number of individuals/706.5 ha,,,,B,Juvenile,946 territories in FL,,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Rodentia: 74.9, Reptilia: 0.5, Anura: 3.9, Coleoptera: 12.2, Dermaptera: 0, Hymenoptera: 0.01, Ortoptera: 0.05, Aranea: 8.2, Scorpionida: 0.3, Gastropoda: 0",% total biomass consumed,,,,B,Not Reported,Inter-Andean Valley,,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Mammals: 71.0, Birds: 1.4, Reptiles: 2.8, Invertebrates: 24.8",% total biomass consumed,,,,B,Not Reported,"Pampa del Tamarugal, Atacama Desert",,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Mammals: 13.3, Birds: 0.3, Reptiles: 9.1, Invertebrates: 77.4",% frequency,,,,B,Not Reported,"Pampa del Tamarugal, Atacama Desert",,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Mammals: 25.5, Birds: 7.7, Reptiles: 2.6, Invertebrates: 64.2",% total biomass consumed,,,,B,Not Reported,"Pampa del Tamarugal, Atacama Desert",,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Mammals: 2.2, Birds: 0.7, Reptiles: 3.9, Invertebrates: 93.1",% frequency,,,,B,Not Reported,"Pampa del Tamarugal, Atacama Desert",,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Foraging Distance,1762,Distance moved from nest post-fledging,,,630,F,Juvenile,El Centro,21,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Foraging Distance,397,Distance moved from nest post-fledging,,,124,M,Juvenile,El Centro,8,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,See citation Figures 1 & 2,Mean proportion of prey in pellets,,,,NR,Not Reported,"South-eastern coast of Buenos
Aires Province",178,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Rodentia: 27.8, Procellariiformes: 5.3, Charadriiformes: 0.1, Passeriformes: 0.2, Unknown bird: 0.7, Arachnida: 0.4, Orthoptera: 28.1, Dermaptera: 0.2, Coleoptera: 32.3, Lepidoptera: 3.8, Lithobiomorpha: 0.6, Peracarida/amphipoda: 0.3, Isopoda: 0.2, Unknown arthropod: 0.1",Percent of total in pellets,,,,NR,Not Reported,Southeast Farallon Island,679,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Clutch or Litter Size,7.4,Number of eggs,,,1.9,,Embryo,Southern portion of the Sonny Bono Salton Sea National Wildlife Refuge,92,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,0.57 [0.41-0.73 (95% CI)],Juvenile survival,,,,NR,Juvenile,Little Missouri National Grassland,38,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Time of Migration or Dispersal,"2003: September 2, 2004: August 24",Mean date of mirgration from nest,,,"2003: ±3 d, 2004: ±2 d",NR,Juvenile,Little Missouri National Grassland,38,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Home Range,139 [1-277 (95%CI)],Mean by 95% fixed-kernel,,,,M,Adult,Naval Air Station Lemoore,9,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Home Range,177 [52-302 (95% CI)],Mean by 100% MCP,,,,M,Adult,Naval Air Station Lemoore,11,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Home Range,98 [64-132 (95% CI)],Mean by 95% fixed-kernel,,,,M,Adult,Naval Air Station Lemoore,19,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Home Range,189 [122-256 (95% CI)],Mean by 100% MCP,,,,M,Adult,Naval Air Station Lemoore,22,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,0.54,Estimated percent survival,,,0.12,F,Adult,Naval Air Station Lemoore,65,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,0.557,Estimated percent survival,,,0.071,F,Adult,Naval Air Station Lemoore,63,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,0.575,Estimated percent survival,,,0.065,F,Adult,Naval Air Station Lemoore,85,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,0.294,Estimated percent survival,,,0.053,F,Adult,Naval Air Station Lemoore,64,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,0.277,Estimated percent survival,,,0.1,F,Juvenile,Naval Air Station Lemoore,65,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,0.292,Estimated percent survival,,,0.056,F,Juvenile,Naval Air Station Lemoore,63,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,0.307,Estimated percent survival,,,0.053,F,Juvenile,Naval Air Station Lemoore,85,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,0.12,Estimated percent survival,,,0.025,F,Juvenile,Naval Air Station Lemoore,64,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Invertebrates: 95, Vertebrates: 67",Percent frequency of occurrence,,,,NR,Not Reported,Nevada Test Site,1631,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Invertebrates: 100, Vertebrates: 34",Percent frequency of occurrence,,,,NR,Not Reported,Nevada Test Site,213,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Invertebrates: 83, Vertebrates: 67",Percent frequency of occurrence,,,,NR,Not Reported,Nevada Test Site,186,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Invertebrates: 99, Vertebrates: 79",Percent frequency of occurrence,,,,NR,Not Reported,Nevada Test Site,806,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Invertebrates: 97, Vertebrates: 66",Percent frequency of occurrence,,,,NR,Not Reported,Nevada Test Site,426,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Vertebrates: 362, Arthropods: 233.2",Percent of total prey biomass,,,,NR,Not Reported,Tall Grass Prairie National Preserve,2,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,See citation Figure 2,Percent of total prey biomass at different breeding stages,,,,NR,Not Reported,Tall Grass Prairie National Preserve,2,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Arachnida: 7, Crustacea: <1, Insecta: see citation, Reptilia: <1, Aves: <1, Mammalia: see citation, Other vertebrates: <1",Percent count of prey items,,,,NR,Not Reported,Southern coastal Texas,182,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Arachnida: 1, Crustacea: <1, Insecta: see citation, Reptilia: 2, Aves: 9, Mammalia: see citation, Other vertebrates: 8",Percent biomass of prey items,,,,NR,Not Reported,Southern coastal Texas,182,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,See citation Table 1,Vertebrate prey types by land-cover type,,,,M,Adult,Between Alberta and Saskatchewan,18,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Mice: 57.0, Insects: 31.6, Petrels 32.9, Auklet: 2.5, Unknown bird: 10.1",Percent frequency of occurrence,,,,NR,Not Reported,Southeast Farallon Island,79,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Population Density,6.9,Breeding pairs/sq km,,,,B,Adult,"Cape Coral, Lee County",264,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,">60% developed: 0.81, 40-60% developed: 0.62, 20-39% developed: 0.62, <20% developed: 0.81",Estimated percent survival by percent urban housing development,,,">60% developed: 0.04, 40-60% developed: 0.05, 20-39% developed: 0.05, <20% developed: 0.04",M,Adult,"Cape Coral, Lee County",,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,">60% developed: 0.69, 40-60% developed: 0.52, 20-39% developed: 0.69, <20% developed: 0.69",Estimated percent survival by percent urban housing development,,,">60% developed: 0.04, 40-60% developed: 0.06, 20-39% developed: 0.04, <20% developed: 0.04",F,Adult,"Cape Coral, Lee County",,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,">60% developed: 0.11, 40-60% developed: 0.28, 20-39% developed: 0.43, <20% developed: 0.18",Estimated percent survival by percent urban housing development,,,">60% developed: 0.02, 40-60% developed: 0.04, 20-39% developed: 0.08, <20% developed: 0.08",B,Juvenile,"Cape Coral, Lee County",,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Insecta: see citation, Arachnida: 8.3, Gastropoda: 1.7, Reptilia: 0, Aves: 0.7, Mammalia: 0.2",Percent frequency of occurrence,,,,NR,Not Reported,"Rutland Ranch, rural habitat",29,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Insecta: see citation, Arachnida: 9.1, Gastropoda: 0.8, Reptilia: 1.0, Aves: 2.9, Mammalia: 0.3",Percent frequency of occurrence,,,,NR,Not Reported,"Marco Island, urban habitat",55,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Mammals: 20.9, Birds: 0.6, Reptiles: 1.3, Chelicerates: 25.3, Lycosidae: 1.2, Bothriuridae: 24.1, Insects: 51.9",Percent frequency of occurrence,,,,,,"Protected Natural Area Penı´nsula Valde´ s, Chubut, Argentina",589,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Population Density,"1991: 32.6, 1993: 19.8, 1994: 17.2, 1997: 2.8, 1998: 5.7, 2000: 4.1",Nests/100 sq km,,,,B,Adult,"Hanna, Alberta",,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Population Density,"1993: 7.2, 1994: 1.9, 1995: 11.6, 1997: 13.5, 1998: 9.7, 1999: 9.7, 2000: 8.7",Nests/100 sq km,,,,B,Adult,"Brooks, Alberta",,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Population Density,See citation Figure 2,Individuals/100ha,,,,,,Eastern Colorado,60,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Survival/ Mortality,"Fledging: 0.78 [0.68-0.88 (95%)], Dispersal: 0.71 [0.58-0.86 (95% CI)], Pre-migration: 1.00",Interval survival rate,,,,B,Juvenile,"Regina Plain, Saskatchewan","Fledging:64, Dispersal: 49, Pre-migration: 18",Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,See citation Figure 1,Percent biomass/burrow,,,,,,,,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Population Density,See citation Table1,Breeding pairs/sq km,,,,B,Adult,Northern Mojave Desert-eastern Sierra Nevada,,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Baiomys taylori: 16, Reithrodontomys fulvescens: 11, Peromyscus: 7, 
Cryptotis parva: 6, 
Mus musculus: 6, Perognathus merriami: 3, Sigmodon hispidus: 1",Percent frequency of occurrence of mammalian species in pellets,,,,NR,Not Reported,Southern Texas,182,Exposure Factor Datasets
Athene cunicularia (Burrowing Owl),Dietary Composition,"Aranedia: 31.5, Coloptera: 51.9, Dermaptera: 64.8, Isopoda: 3.7, Lepidoptera: 14.8, Orthoptera: 98.2, Rodentia: 3.7, Solipugida: 40.7",Percent frequency of occurrence in stomach contents,,,,NR,Not Reported,Calipatria State Prison,53,Exposure Factor Datasets
Rallus longirostris (Clapper Rail),Survival/ Mortality,0.5,Mean annual survivial rate,,,0.025,NR,Adult,,11329,Exposure Factor Datasets
Rallus longirostris (Clapper Rail),Survival/ Mortality,0.368,Mean annual survivial rate,,,0.07,NR,Adult,,11329,Exposure Factor Datasets
Rallus longirostris (Clapper Rail),Population Density,90 [58-163 (95% CI)],Breeding males/sq km,,,,M,Adult,Sapelo Island salt marsh,,Exposure Factor Datasets
Rallus longirostris (Clapper Rail),Home Range,0.28,,0.06-13.27,,0.8,B,Adult,"LCP Superfund Site, Tutle River",16,Exposure Factor Datasets
Rallus longirostris (Clapper Rail),Population Density,"1999 EBS: 0.512, 1999 LBS: 0.507, 2000 EBS: 0.472, 2000 LBS: 0.523",Individuals/ha,,,,NR,Not Reported,Colorado River Delta,6629,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Population Density,See citation,Breeding pairs/location,,,,,,,,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,"2006: >93% alewife, 2007: 86.5%; balance made up of round goby, rainbow smelt, pumpkinseed",Chick diet,,,,B,Adult,"Tommy Thompson Park, Lake Ontario",,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Clutch or Litter Size,"2008: 1.79 ± 0.03, 2009: 1.96 ± 0.02",Brood size,,,,NR,Hatchling,Northeast SD,"2008: 493 nests, 2009: 559 nests",Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Time of Hatching or Parturition,"2008: June 4, 2009: May 29",Earliest hatch date,,,,,Hatchling,Northeast SD,"2008: 493 nests, 2009: 559 nests",Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Hatching Success,"2008: 49.5% [45.9-52.9 (95% CI)], 2009: 59.4% [55.8-63.1 (95% CI)]",Fledge success,,,,,Hatchling,Northeast SD,"2008: 28, 2009: 25",Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Population Density,See citation Figure 2,"Active nests/11,000 ha",,,,,Adult,Estero Bay Aquatic Preserve,,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,"Herring, shad: 0.6, Peamouth/Pikeminnow: 24.0, Sucker: 5.8, Smelt: 0.3, Salmonid: 45.5, Stickleback: 5.0, Sculpin: 8.0, Surfperch: 0.3, Flounder: 8.5, Other: 1.8",Percent by mass from adult foregut and chick regurgitation samples,,,,NR,Both Adults and Juveniles,Rice Island/Channel Markers,206,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,"Herring, shad: 27.8, Peamouth/Pikeminnow: 0.7, Sucker: 4.7, Smelt: 7.6, Salmonid: 15.9, Stickleback: 2.1, Sculpin: 9.2, Surfperch: 7.3, Flounder: Pacific sand lance: 1.8, Flounder: 9.8 Other: 1.3",Percent by mass from adult foregut and chick regurgitation samples,,,,NR,Both Adults and Juveniles,East Sand Island,128,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,"Cyprinid, Lepomis spp., rainbow smelt, rock bass, white perch, yellow perch",Percent by number before alewife eastablishment,,,,,,,,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,"Alewife ,cyprinid, Lepomis spp., rainbow smelt, rock bass, white perch, yellow perch",Percent by number after alewife eastablishment,,,,,,,,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,See citation,Percent by number,,,,,,Lake Oneida,,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,See citation,Percent by number,,,,,,Lake Oneida,,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,See citation,Percent composition and biomass,,,,B,Adult,,,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,See citation,Percent composition and biomass,,,,B,Chick,,,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,"Pre-goby: 14.4, Transition 14.3, Post-goby: 20.1",Number of fish eaten per pellet by different periods,,,,NR,Adult,Griswold Island,"Pre-goby: 3100, Transition 2206, Post-goby: 1028",Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,"Pre-goby: 11.9, Transition 12.7, Post-goby: 16.7",Number of fish eaten per pellet by different periods,,,,NR,Adult,McNair Island,"Pre-goby: 923, Transition 1631, Post-goby: 2035",Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,"Pre-goby: 13.2, Transition 12.8, Post-goby: 17.0",Number of fish eaten per pellet by different periods,,,,NR,Adult,Strachan Island,"Pre-goby: 1187, Transition 518, Post-goby: 1404",Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,See citation Table 4,Percent species by number by different periods,,,,NR,Not Reported,Three sites along St. Lawrence River,See citation,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,"Pre-goby: 10.15, Transition 10.25, Post-goby: 14.81",Number of fish eaten per pellet by different periods,,,,NR,Not Reported,"Lilttle Galloo Island, Lake Ontario","Pre-goby: 17,681, Transition 1800, Post-goby: 4662",Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Dietary Composition,See citation Table 4,Percent species by number by different periods,,,,NR,Not Reported,"Lilttle Galloo Island, Lake Ontario","Pre-goby: 17,681, Transition 1800, Post-goby: 4662",Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Home Range,17490 sq km,,,,1986,B,Adult,"Mississipi Alluvial Valley (AR, MS, LA) & Upper Coastal Plain (AL, MS)",37,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Population Density,"1990: 3985, 1994: 9854, 1997: 8217, 2000: 12821, 2003: 11470",Number of nests,,,,,,"Georgian Bay, Lake Huron",,Exposure Factor Datasets
Phalacrocorax auritus (Double-crested Cormorant),Population Density,"1990: 4310, 1994: 7281, 1997: 8494, 2000: 12441, 2003: 11527",Number of nests,,,,,,"North Channel, Lake Huron",,Exposure Factor Datasets
