Animal Name,Chemical,Endpoint Value,Endpoint Description,Range,Sex,Life Cycle Stage,Location,Sample Size,Tox Exposure,Toxicity Endpoint Type,Tox Exposure Duration,Tox Exposure Technique,Type
Thamnophis gigas (Giant Garter Snake),"2-AMINO-4,6-DINITROTOLUENE",1867 [1076-3237 (95%CI)],LD50,,F,Adult,,60,"0, 200-5000 mg/kd",TOX-MORT - toxicity benchmarks,Single dose,Oral gavage,Toxicity Factor Datasets
Xantusia riversiana (Island Night Lizard),"2-AMINO-4,6-DINITROTOLUENE",9.3 d,Days of survival,,M,Adult,,60,"0, 15, 24, 38, 60, 95, 150 mg/kg/d",TOX-MORT - toxicity benchmarks,14 d,Oral gavage,Toxicity Factor Datasets
Xantusia riversiana (Island Night Lizard),"2-AMINO-4,6-DINITROTOLUENE",9.9 d,Days of survival,,F,Adult,,60,"0, 15, 24, 38, 60, 95, 150 mg/kg/d",TOX-MORT - toxicity benchmarks,14 d,Oral gavage,Toxicity Factor Datasets
Xantusia riversiana (Island Night Lizard),"2-AMINO-4,6-DINITROTOLUENE",Decreased,Days of survival,,M,Adult,,42,"0, 15, 24, 38, 60, 95, 150 mg/kg/d",TOX-MORT - toxicity benchmarks,14 d,Oral gavage,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),"2-AMINO-4,6-DINITROTOLUENE",Decreased,Cricket consumption,,M,Adult,,42,"0, 15, 24, 38, 60, 95, 150 mg/kg/d",TOX-Non-Repro-Sublethal - whole animal,14 d,Oral gavage,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),"2-AMINO-4,6-DINITROTOLUENE",Increased,Blood BUN,,M,Adult,,42,"0, 5, 15, 20, 25, 30 mg/kg/d",TOX-Non-Repro-Sublethal - cellular/biochemical effects,60 d,Oral gavage,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PHOSPHORIC ACID,No effect,"Righting reflex, sprinting, prey capture",,NR,Not Reported,Texas Tech University,30,"0, 1x, 2x label rate",TOX-Non-Repro-Sublethal - behavioral effects,Single dose,,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),"DDE (4,4'-)",7.76 ug/kg ww,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),OXYCHLORDANE,1.27 µg/kg ww,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),TRANS-NONCHLOR,0.90 µg/kg ww,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),MIREX,0.36 µg/kg ww,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),DIELDRIN,0.19 µg/kg ww,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),HEPTACHLOR EPOXIDE,0.13 µg/kg ww,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),CIS-NONCHLOR,0.08 µg/kg ww,Egg concentrations,,,Embryo,Fern Ridge Reservoir,14,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,Decreased,Plasma carotenoids µg/mL at pairing,,M,Adult,"Avian Science and
Conservation Centre of McGill University",49,7 mg/kg body mass /day,TOX-Non-Repro-Sublethal - cellular/biochemical effects,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,Increased,Plasma carotenoids µg/mL 7 d post pairing,,F,Adult,"Avian Science and
Conservation Centre of McGill University",50,7 mg/kg body mass /day,TOX-Non-Repro-Sublethal - cellular/biochemical effects,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,No effect,Plasma carotenoids µg/mL at pairing,,M,Adult,"Avian Science and
Conservation Centre of McGill University",49,7 mg/kg body mass /day,TOX-Non-Repro-Sublethal - cellular/biochemical effects,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,No effect,Plasma carotenoids µg/mL 7 d post pairing,,F,Adult,"Avian Science and
Conservation Centre of McGill University",50,7 mg/kg body mass /day,TOX-Non-Repro-Sublethal - cellular/biochemical effects,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,No effect,Plasma carotenoids µg/mL fledglings,,B,Juvenile,"Avian Science and
Conservation Centre of McGill University",NR,"in ovo, 7 mg/kg body mass /day parent diet",TOX-Non-Repro-Sublethal - cellular/biochemical effects,,in ovo,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,Increased,Coloration of ceres & lores at pairing,,M,Adult,"Avian Science and
Conservation Centre of McGill University",49,7 mg/kg body mass /day,TOX-Non-Repro-Sublethal - whole animal,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,No effect,Coloration of ceres & lores at pairing,,F,Adult,"Avian Science and
Conservation Centre of McGill University",50,7 mg/kg body mass /day,TOX-Non-Repro-Sublethal - whole animal,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,No effect,Coloration of ceres & lores 7 d post pairing,,B,Adult,"Avian Science and
Conservation Centre of McGill University",99,,TOX-Non-Repro-Sublethal - whole animal,100 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),BUPRENORPHINE HYDROCHLORIDE,Increased,Thermal threshold of foot,,B,Adult,University of California Davis,12,"0, 0.1, 0.3, 0.,6 mg/kg",TOX-Non-Repro-Sublethal - behavioral effects,3 doses 2 w apart,IM injection,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,Increased,Plasma PCB concentration,,M,Adult,,"17 nonbreeders, 7 breeders",5-7 µg/sum PCB/g bird/d,TOX-Non-Repro-Sublethal - cellular/biochemical effects,120 d,Dietary,Toxicity Factor Datasets
Pituophis melanoleucus (Pine Snake),PCB,See citation Table 1,"k'pc, plasma clearance constant (ml/g/d)",,M,Adult,,"17 nonbreeders, 7 breeders",5-7 µg/sum PCB/g bird/d,TOX-Non-Repro-Sublethal - cellular/biochemical effects,120 d,Dietary,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),PBDE MIXTURE,See citation,Nonsteady-state BMF PBDE congeners,,B,Hatchling,,55,Day 19 incubation: 1.43 g/g egg weight; Days 1-29 posthatch: 38.1ng/g body weight,TOX-EXP IND - accumulation,Through 29 d posthatch,Incubation day 19: egg injection; days 1-29 posthatch: oral gavage,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),PBDE MIXTURE,86.1 ± 8.4 ng/g wet weight (18.3% ± 1.9%),Carcass retention of cumulative dose,,B,Hatchling,,55,Day 19 incubation: 1.43 g/g egg weight; Days 1-29 posthatch: 38.1ng/g body weight,TOX-EXP IND - accumulation,Through 29 d posthatch,Incubation day 19: egg injection; days 1-29 posthatch: oral gavage,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),PCB,438 ± 30 ng/g wet weight (16.8% ± 0.9%),Carcass retention of cumulative dose,,B,Hatchling,,33,Day 19 incubation: 1.0 g/g egg weight; days 1-29 posthatch: 294 ng/g body weight,TOX-EXP IND - accumulation,Through 29 d posthatch,Incubation day 19: egg injection; days 1-29 posthatch: oral gavage,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),PCB,See citation Figure 4,Nonsteady-state BMF PCB congeners,,B,Hatchling,,33,Day 19 incubation: 1.0 g/g egg weight; days 1-29 posthatch: 294 ng/g body weight,TOX-EXP IND - accumulation,Through 29 d posthatch,Incubation day 19: egg injection; days 1-29 posthatch: oral gavage,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),METHYLMERCURY,Increased,Blood total Hg,,M,Adult,"Patuxent Wildlife
Research Center, Laurel",59,"0, 0.6, 3.9 µg/g food dry weight",TOX-EXP IND - accumulation,13 w,Dietary,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),METHYLMERCURY,Increased,Spleen total Hg,,M,Adult,"Patuxent Wildlife
Research Center, Laurel",59,"0, 0.6, 3.9 µg/g food dry weight",TOX-EXP IND - accumulation,13 w,Dietary,Toxicity Factor Datasets
Uta stansburiana (Sideblotched Lizard),METHYLMERCURY,No effect,Body mass,,M,Adult,"Patuxent Wildlife
Research Center, Laurel",59,"0, 0.6, 3.9 µg/g food dry weight",TOX-Non-Repro-Sublethal - whole animal,13 w,Dietary,Toxicity Factor Datasets
Sceloporus occidentalis (Western Fence Lizard),"PBDE TECHNICAL MIXTURE, DE-71",See citation,Reproductive calls,,B,Adult,"Avian Science and Conservation Centre of
McGill University",31 pairs,"0, 1.6, 0.3 ppm  per day",TOX-REPRO - behavior,3 w before pairing through 75 d incubation,Dietary,Toxicity Factor Datasets
Actinemys marmorata (Western Pond Turtle),BENZENE,No effect,Plasma TT3,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Actinemys marmorata (Western Pond Turtle),TOLUENE,No effect,Plasma TT3,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Actinemys marmorata (Western Pond Turtle),NITROGEN DIOXIDE,No effect,Body weight,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - whole animal,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Actinemys marmorata (Western Pond Turtle),NITROGEN DIOXIDE,See citation,Plasma FT3,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),NITROGEN DIOXIDE,Decreased,Plasma FT4,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),NITROGEN DIOXIDE,Decreased,Plasma TT4,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),NITROGEN DIOXIDE,Decreased,Plasma T4,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),NITROGEN DIOXIDE,See citation,Thyroid histology,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - organ/system effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),NITROGEN DIOXIDE,No effect,Hepatic T4-ORD activity,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),NITROGEN DIOXIDE,No effect,Plasma TT3,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - cellular/biochemical effects,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Eumeces skiltonianus (Western Skink),SULFUR DIOXIDE,No effect,Body weight,,F,Adult,,17,"Mixutre: 0.6 ppm benzene, 1 ppm toluene, 2 ppm nitrogen dioxide, 5.6 ppm sulfur dioxide",TOX-Non-Repro-Sublethal - whole animal,"1.4 h/day, 5d/w, 18 d",Airborne,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),"14,580 ± 20 mm3",Egg volume,,,Embryo,"Avian Science and Conservation
Centre of McGill University",39,0.13 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),0.173 ± 0.001 mm,Egg shell thickness,,,Embryo,"Avian Science and Conservation
Centre of McGill University",9,0.13 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),5.25 ± 0.9 eggs,Clutch size,,,Embryo,"Avian Science and Conservation
Centre of McGill University",8,0.13 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),64 ± 5 %,% fertile eggs in clutch,,,Embryo,"Avian Science and Conservation
Centre of McGill University",8,0.13 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Falco sparverius (American Kestrel),HDBP (halogenated dimethyl bipyrroles),0.52,% eggs laid that resulted in banded juvenile kestrels,,,Embryo,"Avian Science and Conservation
Centre of McGill University",,0.13 µg/bird/day,TOX-REPRO - development,Incubation period,In ovo via maternal transfer,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),OXYCHLORDANE,0.005 µg/g ww ± 0.004,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),MIREX,0.03 µg/g ww ± 0.01,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),PCB,0.57 µg/g ww ± 0.47,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),ALUMINUM COMPOUNDS,1 µg/g dw,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),ARSENIC (elemental),0.10 µg/g dw,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),CHROMIUM (elemental),1.62 µg/g dw,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),COPPER (elemental),60.2 µg/g dw,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),IRON (elemental),312 µg/g dw,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),SELENIUM (elemental),10.22 µg/g dw,Liver concentration,,NR,Hatchling,"Snake and Pigeon Islands, Eastern Lake Ontario",4,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),METHYLMERCURY,0.013 µg,Daily mean deposition in feather,,NR,Nestling,Virginia & New York,32,NR,TOX-EXP IND - accumulation,,Environmental contaimination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),PCB,3.45 µg/g ww,Body concentration,,NR,Hatchling,Cat Island,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),CIS-NONACHLOR,0.017 µg/g ww,Body concentration,,NR,Hatchling,Cat Island,10,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),PCB,3.45 µg/g,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),POLYCHLORINATED DIBENZO-P-DIOXINS,263 µg/g,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),"DDE (4,4'-)",1613.5 µg/g,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),"DDD (4,4'-)",0.50 µg/g,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),"DDT (2,4'-)",0.23 µg/g,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),"DDT (4,4'-)",5.47 µg/g,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),CIS-CHLORDANE,0.26 µg/g,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),HEPTACHLOR EPOXIDE,9.28 µg/g,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),DIELDRIN,48.68 µg/g,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),MIREX,4.41 µg/g,Egg concentration,,NR,Embryo,Green Bay,5,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),MIREX,See citation,Egg concentration,,NR,Embryo,Multiple sites in Straight of Georgia,Varied by site,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Pelecanus occidentalis (Brown Pelican),DIELDRIN,See citation,Egg concentration,,NR,Embryo,Multiple sites in Straight of Georgia,Varied by site,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),CHLORDANE,See citation,Egg concentration,,NR,Embryo,Multiple sites in Straight of Georgia,Varied by site,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),"DDE (4,4'-)",See citation,Egg concentration,,NR,Embryo,Multiple sites in Straight of Georgia,Varied by site,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),PCB,See citation,Egg concentration,,NR,Embryo,Multiple sites in Straight of Georgia,Varied by site,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),METHYLMERCURY,Decreased,Embryo survival,,NR,Embryo,Patuxent Wildlife Research Center,12-15,"0, 1.6 µg/g ww",TOX-MORT - toxicity benchmarks,Single dose,In ovo injection,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),METHYLMERCURY,No effect,Embryo survival,,NR,Embryo,Patuxent Wildlife Research Center,10-13,"0, 1.6 µg/g ww",TOX-MORT - toxicity benchmarks,Single dose,In ovo injection,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,1.44 µg/g ww,Stomach content concentration,,NR,Both Adults and Juveniles,"Churchill County, reference sites in Elko County",3,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),METHYLMERCURY,1.18 µg/g ww,Stomach content concentration,,NR,Both Adults and Juveniles,"Churchill County, reference sites in Elko County",3,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,134.8 µg/g ww,Liver concentration,,B,Adult,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,69.36 µg/g ww,Kidney concentration,,B,Adult,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,11.26 µg/g ww,Brain concentration,,B,Adult,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,17.14 µg/g ww,Blood concentration,,B,Adult,"Churchill County, contaminated sites",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,17.96 µg/g ww,Liver concentration,,B,Adult,"Elko County, reference site",6,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
Athene cunicularia (Burrowing Owl),MERCURY COMPOUNDS,8.80 µg/g ww,Kidney concentration,,B,Adult,"Elko County, reference site",3,NR,TOX-EXP IND - accumulation,,Environmental contamination,Toxicity Factor Datasets
